,RespSex,Q6_1,age_dv,marstat2,religion_dv,workstat2,wimd_2014_quintile
486089,2,1.0,3,1,3.0,3.0,4
486090,1,1.0,3,1,1.0,1.0,5
486091,1,2.0,1,2,3.0,3.0,3
486092,1,4.0,4,1,1.0,3.0,3
486093,1,2.0,2,2,,3.0,3
486095,2,1.0,3,1,3.0,1.0,5
486096,2,4.0,2,2,1.0,3.0,3
486097,2,4.0,4,2,1.0,3.0,4
486098,1,1.0,3,2,1.0,1.0,5
486099,1,1.0,1,2,3.0,1.0,5
486100,2,2.0,3,1,3.0,1.0,5
486102,2,2.0,5,1,1.0,1.0,5
486104,2,1.0,3,1,1.0,1.0,4
486106,2,4.0,7,2,1.0,2.0,3
486107,1,1.0,3,2,1.0,3.0,4
486108,1,2.0,4,2,1.0,3.0,3
486111,2,2.0,7,2,1.0,2.0,3
486112,1,4.0,6,1,1.0,2.0,4
486113,2,2.0,4,2,1.0,1.0,5
486114,1,4.0,4,1,1.0,1.0,4
486115,1,1.0,2,2,3.0,3.0,4
486116,2,3.0,3,2,3.0,1.0,4
486117,2,4.0,6,1,1.0,2.0,3
486118,1,4.0,5,1,1.0,3.0,3
486119,1,4.0,7,2,1.0,2.0,3
486120,2,2.0,1,2,3.0,3.0,4
486121,2,3.0,6,2,1.0,2.0,3
486122,2,3.0,4,2,1.0,3.0,3
486123,1,4.0,5,2,1.0,3.0,4
486124,2,2.0,2,1,1.0,3.0,4
486125,2,3.0,6,1,1.0,1.0,3
486126,2,3.0,2,2,1.0,3.0,4
486127,1,1.0,3,1,3.0,3.0,3
486129,1,2.0,5,1,3.0,3.0,4
486130,1,2.0,5,1,1.0,1.0,4
486131,2,2.0,3,2,1.0,1.0,4
486132,2,1.0,3,2,1.0,1.0,5
486133,2,1.0,1,2,1.0,1.0,5
486135,1,4.0,5,2,1.0,2.0,4
486136,2,1.0,5,1,1.0,1.0,5
486137,1,2.0,2,2,3.0,1.0,5
486138,1,3.0,6,1,3.0,2.0,5
486139,1,1.0,3,1,1.0,1.0,5
486140,1,4.0,7,1,1.0,2.0,3
486141,2,1.0,1,2,1.0,1.0,5
486142,2,1.0,5,2,,1.0,4
486143,1,3.0,5,2,1.0,1.0,4
486144,1,2.0,2,2,1.0,1.0,5
486146,2,2.0,5,1,1.0,1.0,3
486149,1,3.0,4,1,3.0,1.0,4
486150,1,1.0,4,1,3.0,1.0,5
486151,1,1.0,1,2,1.0,3.0,4
486152,2,2.0,5,1,1.0,1.0,4
486154,1,1.0,5,2,1.0,1.0,3
486155,2,1.0,3,2,1.0,1.0,5
486156,2,2.0,1,2,1.0,1.0,5
486157,2,2.0,6,2,,2.0,3
486158,2,2.0,2,2,3.0,3.0,3
486159,1,3.0,5,1,1.0,1.0,5
486160,2,2.0,6,1,1.0,2.0,4
486161,2,1.0,5,2,1.0,2.0,3
486162,1,2.0,5,2,3.0,1.0,5
486164,1,2.0,5,1,3.0,1.0,4
486165,1,,1,2,,,4
486167,1,2.0,3,1,3.0,1.0,5
486168,2,1.0,1,2,3.0,1.0,5
486169,1,1.0,5,1,1.0,1.0,5
486171,2,3.0,5,1,1.0,3.0,3
486172,1,1.0,5,1,1.0,1.0,3
486173,2,1.0,1,1,1.0,3.0,4
486175,2,1.0,1,2,1.0,1.0,5
486176,1,4.0,4,1,3.0,3.0,3
486177,2,1.0,3,1,3.0,1.0,5
486178,2,1.0,7,2,1.0,2.0,4
486179,2,2.0,5,1,1.0,1.0,5
486180,1,3.0,7,1,1.0,2.0,4
486183,2,2.0,6,1,1.0,2.0,3
486184,2,1.0,4,1,,3.0,5
486186,2,3.0,1,2,3.0,1.0,4
486187,2,1.0,4,1,3.0,1.0,4
486190,2,2.0,5,1,1.0,2.0,5
486191,1,2.0,3,1,3.0,1.0,5
486192,1,1.0,4,2,3.0,1.0,4
486193,2,4.0,4,1,1.0,1.0,4
486194,2,3.0,2,2,3.0,1.0,4
486195,1,1.0,1,2,3.0,3.0,5
486196,2,2.0,5,1,1.0,3.0,4
486197,2,1.0,3,1,3.0,1.0,4
486198,1,2.0,2,2,,1.0,4
486199,2,1.0,2,2,3.0,1.0,5
486200,2,1.0,2,1,1.0,1.0,5
486201,2,3.0,7,1,1.0,2.0,4
486202,2,2.0,5,2,1.0,1.0,5
486203,2,1.0,3,1,1.0,1.0,5
486204,1,4.0,6,1,1.0,2.0,4
486205,1,1.0,2,1,3.0,3.0,4
486206,1,2.0,6,1,1.0,2.0,4
486207,2,3.0,7,2,1.0,2.0,3
486208,1,2.0,2,2,3.0,1.0,5
486209,1,2.0,4,1,1.0,1.0,3
486210,1,3.0,5,1,1.0,1.0,4
486211,1,2.0,5,2,1.0,1.0,5
486212,2,3.0,6,2,1.0,2.0,4
486213,2,2.0,2,2,3.0,1.0,5
486215,1,2.0,3,2,3.0,1.0,4
486216,1,1.0,3,2,1.0,1.0,3
486217,1,4.0,2,1,1.0,1.0,3
486218,1,1.0,1,2,1.0,3.0,5
486219,1,1.0,3,1,1.0,1.0,5
486220,2,2.0,6,1,1.0,2.0,5
486221,2,2.0,4,1,,1.0,5
486222,1,1.0,1,2,1.0,1.0,3
486223,1,1.0,1,2,1.0,1.0,5
486224,1,5.0,6,1,3.0,3.0,4
486226,2,1.0,1,2,3.0,3.0,5
486227,1,3.0,7,2,1.0,2.0,3
486228,1,1.0,1,2,1.0,1.0,3
486230,1,2.0,5,1,1.0,1.0,4
486231,1,1.0,2,1,1.0,1.0,5
486232,1,1.0,2,1,3.0,1.0,4
486233,2,1.0,2,1,3.0,1.0,5
486234,1,1.0,2,2,1.0,1.0,3
486235,1,1.0,3,1,3.0,1.0,4
486236,2,3.0,6,2,1.0,2.0,5
486237,1,2.0,1,2,1.0,3.0,4
486238,1,2.0,1,2,,3.0,3
486240,2,1.0,3,2,3.0,1.0,4
486241,1,2.0,2,1,1.0,1.0,5
486242,1,2.0,6,1,1.0,2.0,4
486243,1,2.0,2,2,1.0,1.0,5
486244,1,2.0,3,2,3.0,3.0,4
486245,2,2.0,3,2,1.0,1.0,5
486246,2,,1,2,,,5
486247,2,2.0,2,1,1.0,1.0,4
486249,2,1.0,4,2,1.0,1.0,5
486250,1,2.0,3,1,1.0,1.0,4
486252,2,2.0,4,1,1.0,1.0,5
486253,2,1.0,4,1,3.0,3.0,4
486254,2,3.0,2,2,1.0,3.0,3
486255,2,4.0,4,1,3.0,3.0,4
486256,1,2.0,7,1,3.0,3.0,3
486257,2,1.0,2,2,3.0,1.0,4
486258,1,1.0,3,1,3.0,1.0,4
486259,1,4.0,5,1,3.0,3.0,4
486260,1,3.0,2,2,1.0,3.0,4
486261,1,1.0,2,2,3.0,3.0,3
486263,2,1.0,3,2,1.0,1.0,5
486264,1,1.0,2,2,1.0,1.0,4
486265,2,2.0,6,2,1.0,2.0,3
486266,1,3.0,1,2,1.0,3.0,5
486267,2,3.0,6,1,3.0,2.0,4
486268,1,1.0,4,1,1.0,1.0,5
486269,2,2.0,6,1,1.0,1.0,5
486272,1,1.0,2,2,3.0,1.0,4
486273,1,1.0,1,2,1.0,1.0,5
486279,1,2.0,4,1,1.0,1.0,4
486280,2,2.0,4,1,1.0,1.0,5
486281,2,1.0,3,1,1.0,1.0,5
486282,2,3.0,6,2,1.0,1.0,5
486283,1,2.0,1,2,3.0,3.0,3
486284,1,2.0,5,2,1.0,1.0,5
486286,2,1.0,4,1,1.0,1.0,5
486287,2,4.0,7,1,1.0,2.0,3
486288,1,,1,2,,,5
486290,2,1.0,2,1,1.0,1.0,5
486291,1,1.0,3,1,3.0,1.0,5
486292,2,1.0,1,2,3.0,1.0,4
486293,2,2.0,6,1,1.0,2.0,4
486294,2,3.0,6,1,1.0,2.0,3
486295,2,4.0,7,2,1.0,2.0,3
486297,2,3.0,5,2,1.0,3.0,3
486298,2,1.0,3,2,1.0,1.0,5
486299,2,3.0,3,2,1.0,3.0,4
486301,2,4.0,4,1,1.0,3.0,3
486302,1,1.0,2,2,1.0,1.0,5
486303,2,1.0,3,1,3.0,1.0,5
486305,2,2.0,6,1,1.0,2.0,5
486306,1,1.0,2,2,1.0,3.0,3
486307,1,2.0,5,1,1.0,2.0,4
486308,1,4.0,4,2,1.0,3.0,4
486309,1,1.0,1,2,3.0,1.0,5
486310,2,,1,2,,,5
486311,1,3.0,7,2,1.0,2.0,4
486314,2,1.0,7,2,1.0,2.0,5
486315,2,2.0,7,1,1.0,2.0,3
486317,1,4.0,7,1,1.0,2.0,4
486318,1,2.0,4,1,,1.0,5
486319,2,4.0,4,2,1.0,3.0,4
486321,1,2.0,4,1,1.0,1.0,4
486322,2,4.0,6,1,1.0,2.0,3
486324,1,3.0,3,2,3.0,3.0,4
486325,2,1.0,4,2,1.0,1.0,4
486327,2,2.0,5,1,1.0,3.0,4
486328,1,2.0,3,2,1.0,1.0,4
486329,2,1.0,3,1,1.0,1.0,4
486330,1,1.0,4,1,1.0,1.0,5
486331,1,2.0,5,1,1.0,1.0,5
486332,2,1.0,4,2,,1.0,5
486333,2,1.0,3,2,1.0,1.0,5
486334,2,1.0,6,1,1.0,2.0,4
486335,1,2.0,4,1,1.0,1.0,5
486336,1,1.0,4,2,1.0,1.0,5
486337,1,2.0,4,1,1.0,1.0,4
486338,2,2.0,6,1,,2.0,4
486339,2,1.0,5,1,1.0,1.0,3
486340,1,2.0,3,2,1.0,1.0,5
486341,2,1.0,6,1,,1.0,5
486343,1,2.0,6,1,1.0,2.0,4
486344,2,1.0,4,2,3.0,1.0,5
486345,1,4.0,5,2,1.0,3.0,4
486346,2,3.0,7,1,1.0,2.0,3
486347,1,1.0,3,2,3.0,1.0,4
486348,1,5.0,7,2,1.0,2.0,4
486349,2,3.0,6,2,1.0,2.0,3
486350,1,1.0,4,1,1.0,1.0,3
486351,1,1.0,1,2,3.0,3.0,3
486352,2,2.0,1,2,3.0,1.0,5
486354,2,2.0,3,2,3.0,3.0,4
486355,2,2.0,3,1,1.0,1.0,5
486356,2,2.0,7,2,1.0,3.0,4
486357,1,3.0,5,2,3.0,3.0,4
486358,2,3.0,7,1,1.0,2.0,4
486359,2,3.0,7,2,1.0,2.0,4
486360,2,2.0,3,2,1.0,1.0,5
486361,1,2.0,5,1,1.0,1.0,5
486362,1,1.0,3,1,2.0,1.0,5
486363,2,1.0,2,2,1.0,3.0,3
486364,1,1.0,2,2,3.0,1.0,4
486365,1,1.0,4,1,3.0,1.0,3
486366,2,3.0,6,2,1.0,2.0,5
486367,1,1.0,2,1,1.0,1.0,5
486368,1,4.0,2,2,1.0,3.0,4
486369,2,2.0,4,2,1.0,1.0,4
486371,1,3.0,5,1,1.0,2.0,5
486372,1,2.0,3,1,3.0,1.0,3
486373,1,2.0,5,1,1.0,3.0,3
486374,2,3.0,6,1,1.0,2.0,4
486376,2,1.0,2,2,,1.0,5
486377,2,3.0,4,1,3.0,1.0,4
486378,2,2.0,2,1,,3.0,5
486379,2,1.0,2,2,1.0,1.0,5
486381,2,2.0,3,1,1.0,1.0,4
486382,2,1.0,4,1,1.0,1.0,4
486383,1,2.0,7,1,1.0,2.0,3
486384,1,3.0,6,1,1.0,2.0,4
486386,2,4.0,4,1,3.0,3.0,4
486387,1,1.0,4,1,3.0,1.0,5
486388,2,1.0,3,1,3.0,1.0,5
486389,1,4.0,5,1,1.0,2.0,3
486390,1,2.0,3,2,1.0,1.0,5
486391,2,2.0,5,1,1.0,3.0,5
486393,1,1.0,1,2,1.0,3.0,5
486394,1,2.0,4,1,1.0,1.0,4
486395,2,1.0,3,1,3.0,1.0,5
486396,2,2.0,4,1,1.0,1.0,5
486397,2,2.0,4,2,3.0,1.0,3
486399,2,4.0,5,1,1.0,1.0,4
486400,2,3.0,4,1,,3.0,4
486402,2,1.0,4,1,1.0,1.0,5
486403,2,3.0,2,2,3.0,3.0,4
486404,1,3.0,6,1,1.0,2.0,4
486405,1,1.0,1,2,1.0,1.0,4
486406,2,1.0,4,1,1.0,1.0,5
486407,2,1.0,3,1,3.0,1.0,5
486408,1,1.0,1,2,3.0,1.0,5
486409,2,2.0,4,1,3.0,3.0,5
486410,2,1.0,2,2,3.0,3.0,4
486411,1,3.0,5,1,1.0,1.0,3
486412,1,3.0,6,2,1.0,2.0,3
486413,2,2.0,2,2,3.0,1.0,5
486414,2,4.0,6,2,3.0,2.0,3
486415,2,1.0,3,1,1.0,1.0,5
486417,1,1.0,3,1,3.0,1.0,5
486419,2,1.0,4,1,3.0,1.0,5
486420,1,1.0,5,1,1.0,1.0,5
486422,1,2.0,4,1,,1.0,4
486423,1,1.0,3,1,1.0,1.0,3
486425,1,1.0,1,2,1.0,1.0,5
486427,1,1.0,2,2,1.0,3.0,4
486428,1,,2,2,,,5
486429,1,1.0,2,2,1.0,1.0,5
486430,2,2.0,2,1,3.0,1.0,5
486432,2,2.0,1,1,3.0,3.0,4
486433,2,2.0,3,2,1.0,3.0,3
486434,1,2.0,4,1,1.0,1.0,5
486435,1,2.0,6,1,1.0,2.0,5
486436,2,3.0,3,1,1.0,3.0,4
486437,1,1.0,4,1,3.0,1.0,5
486438,2,2.0,3,1,1.0,3.0,5
486439,1,1.0,2,1,1.0,1.0,5
486441,2,1.0,3,1,3.0,1.0,5
486442,1,3.0,1,1,1.0,1.0,4
486443,2,3.0,3,2,1.0,1.0,4
486446,2,4.0,7,2,1.0,2.0,3
486449,1,2.0,4,1,,1.0,4
486450,2,2.0,4,2,1.0,1.0,4
486451,1,4.0,7,1,,2.0,4
486454,2,1.0,5,1,,2.0,4
486455,2,2.0,7,2,3.0,2.0,4
486457,1,1.0,7,2,1.0,2.0,4
486458,2,3.0,6,1,1.0,2.0,3
486459,2,2.0,4,1,,1.0,3
486460,1,2.0,4,1,3.0,1.0,5
486461,2,2.0,5,2,1.0,1.0,5
486462,1,3.0,5,1,1.0,2.0,4
486464,2,3.0,1,2,3.0,3.0,3
486468,1,2.0,1,2,3.0,3.0,3
486469,1,2.0,5,1,1.0,1.0,5
486470,1,2.0,7,2,1.0,2.0,4
486471,1,2.0,5,1,1.0,3.0,3
486474,1,4.0,4,1,3.0,3.0,3
486475,2,2.0,4,2,,1.0,4
486476,1,3.0,7,2,3.0,2.0,3
486477,1,2.0,2,2,3.0,1.0,5
486478,2,2.0,2,1,1.0,1.0,5
486479,2,2.0,2,1,1.0,3.0,4
486480,2,1.0,5,1,1.0,1.0,3
486481,1,2.0,3,2,3.0,3.0,4
486482,2,2.0,3,2,1.0,1.0,4
486483,2,3.0,5,1,1.0,2.0,4
486484,2,2.0,4,2,1.0,1.0,5
486486,2,2.0,3,2,2.0,1.0,4
486487,2,3.0,6,2,1.0,2.0,3
486489,2,1.0,1,2,1.0,3.0,5
486490,2,2.0,2,2,3.0,3.0,3
486491,1,4.0,4,2,1.0,3.0,4
486492,2,2.0,5,1,1.0,1.0,3
486493,1,3.0,5,2,,3.0,4
486494,1,4.0,5,2,1.0,2.0,4
486496,1,2.0,3,1,3.0,1.0,3
486497,2,1.0,3,2,1.0,11.0,4
486499,2,2.0,3,2,2.0,1.0,5
486500,2,2.0,4,1,1.0,1.0,4
486501,1,2.0,3,1,1.0,1.0,4
486502,1,1.0,2,1,3.0,1.0,5
486503,1,1.0,1,2,1.0,3.0,5
486504,2,3.0,4,1,1.0,1.0,3
486506,2,4.0,4,1,1.0,1.0,4
486507,1,2.0,4,1,3.0,1.0,5
486508,1,3.0,5,1,3.0,1.0,3
486509,2,1.0,1,2,3.0,3.0,4
486510,1,4.0,4,2,1.0,1.0,3
486512,1,2.0,3,2,3.0,3.0,3
486513,2,1.0,1,2,3.0,1.0,5
486514,1,1.0,2,2,1.0,1.0,4
486515,2,2.0,5,1,1.0,2.0,3
486516,2,3.0,5,2,,2.0,4
486517,1,3.0,6,1,1.0,2.0,4
486518,1,,1,2,,,5
486519,2,2.0,2,2,1.0,1.0,5
486520,1,2.0,6,1,1.0,2.0,4
486521,2,3.0,5,1,1.0,2.0,4
486522,1,3.0,5,1,3.0,2.0,4
486523,1,2.0,2,2,1.0,1.0,5
486524,1,1.0,1,2,3.0,3.0,5
486525,1,2.0,1,2,1.0,1.0,5
486527,2,2.0,3,2,3.0,1.0,5
486528,2,1.0,1,2,1.0,1.0,4
486529,2,4.0,5,2,3.0,3.0,3
486530,1,3.0,6,1,1.0,2.0,4
486531,1,2.0,3,2,3.0,1.0,4
486532,1,2.0,1,2,2.0,1.0,5
486533,1,2.0,1,2,3.0,1.0,4
486534,1,3.0,2,1,3.0,1.0,4
486535,1,1.0,2,2,1.0,1.0,5
486537,2,4.0,4,1,1.0,3.0,4
486538,1,1.0,4,2,1.0,1.0,5
486539,1,1.0,2,2,1.0,1.0,5
486541,1,2.0,4,1,3.0,1.0,4
486542,2,3.0,4,2,3.0,3.0,3
486543,1,1.0,6,1,1.0,2.0,5
486544,1,1.0,2,2,1.0,1.0,5
486545,1,1.0,5,1,3.0,1.0,5
486546,2,1.0,5,1,3.0,1.0,5
486547,2,2.0,6,2,1.0,2.0,5
486548,2,2.0,3,1,3.0,1.0,5
486549,2,3.0,4,2,1.0,1.0,4
486550,2,,1,2,,,5
486551,2,1.0,5,1,1.0,1.0,4
486553,1,2.0,4,1,1.0,3.0,5
486555,2,1.0,5,1,1.0,1.0,5
486557,1,1.0,1,2,1.0,1.0,5
486558,1,1.0,1,2,1.0,3.0,5
486559,1,2.0,3,1,1.0,1.0,5
486560,1,1.0,4,1,1.0,1.0,4
486561,1,2.0,6,1,1.0,2.0,5
486562,2,2.0,1,2,1.0,3.0,5
486563,2,1.0,2,2,3.0,1.0,5
486566,2,3.0,6,1,1.0,2.0,4
486567,1,1.0,3,1,3.0,1.0,4
486568,2,1.0,4,1,1.0,1.0,4
486569,1,2.0,5,1,1.0,1.0,3
486570,1,1.0,3,1,1.0,1.0,5
486571,2,1.0,2,2,1.0,1.0,4
486572,1,2.0,6,1,1.0,2.0,4
486573,1,2.0,2,2,3.0,3.0,3
486574,2,3.0,7,1,1.0,2.0,4
486577,2,1.0,5,1,,1.0,5
486578,2,3.0,4,2,1.0,3.0,3
486579,1,1.0,4,1,3.0,1.0,4
486580,1,1.0,1,2,3.0,3.0,4
486581,1,2.0,5,1,1.0,1.0,5
486582,1,2.0,3,1,3.0,1.0,5
486584,2,3.0,3,2,3.0,3.0,3
486585,2,3.0,2,2,3.0,3.0,3
486587,2,4.0,4,1,3.0,1.0,4
486589,2,2.0,4,1,1.0,1.0,5
486590,1,3.0,5,1,1.0,2.0,4
486591,2,1.0,2,2,3.0,1.0,3
486592,2,2.0,1,2,3.0,3.0,3
486593,2,1.0,4,1,1.0,1.0,5
486595,2,2.0,2,2,3.0,1.0,4
486596,1,4.0,6,1,,1.0,4
486597,2,2.0,5,1,1.0,1.0,4
486600,2,3.0,3,2,3.0,3.0,4
486602,2,2.0,4,1,3.0,3.0,5
486604,2,2.0,1,2,3.0,3.0,3
486605,2,3.0,4,2,3.0,3.0,4
486606,1,1.0,1,2,3.0,1.0,4
486607,2,3.0,6,2,1.0,2.0,4
486608,1,4.0,6,1,1.0,2.0,4
486610,1,2.0,3,2,1.0,1.0,4
486611,2,2.0,7,2,1.0,2.0,3
486612,2,2.0,1,2,3.0,11.0,5
486613,1,1.0,2,2,1.0,1.0,5
486616,2,1.0,7,1,3.0,2.0,4
486617,1,1.0,2,2,1.0,1.0,5
486618,2,1.0,1,2,1.0,1.0,5
486619,2,3.0,7,1,1.0,2.0,3
486620,2,2.0,6,1,1.0,2.0,5
486621,1,5.0,6,2,1.0,2.0,3
486622,2,2.0,3,1,1.0,1.0,5
486623,2,3.0,5,1,3.0,3.0,3
486625,1,3.0,7,1,1.0,2.0,4
486626,1,1.0,4,2,3.0,1.0,5
486627,2,2.0,2,2,3.0,1.0,5
486628,1,1.0,4,2,3.0,1.0,5
486629,2,2.0,4,2,3.0,1.0,5
486630,1,3.0,2,1,1.0,1.0,4
486631,2,1.0,4,2,3.0,1.0,5
486632,1,2.0,5,1,3.0,1.0,5
486633,2,2.0,4,2,1.0,1.0,5
486634,1,2.0,4,1,1.0,1.0,5
486635,1,3.0,6,1,1.0,2.0,4
486636,2,3.0,3,2,1.0,1.0,4
486637,2,2.0,6,1,1.0,2.0,4
486638,1,1.0,2,1,1.0,1.0,5
486639,1,1.0,5,1,1.0,1.0,5
486640,1,2.0,6,2,1.0,1.0,4
486641,2,1.0,3,1,1.0,1.0,5
486644,2,1.0,4,1,1.0,3.0,5
486646,2,1.0,2,2,3.0,1.0,4
486649,2,2.0,1,2,1.0,3.0,5
486650,2,1.0,2,1,1.0,1.0,5
486651,1,1.0,3,1,1.0,1.0,5
486653,2,3.0,7,2,1.0,2.0,4
486654,1,1.0,1,2,1.0,1.0,5
486655,1,1.0,4,1,1.0,1.0,4
486657,1,1.0,2,1,1.0,1.0,5
486658,1,1.0,1,2,3.0,3.0,4
486659,2,2.0,4,2,1.0,1.0,5
486660,1,3.0,4,2,3.0,3.0,3
486661,1,3.0,6,1,1.0,2.0,3
486662,1,2.0,4,1,1.0,1.0,5
486663,2,2.0,7,2,1.0,2.0,4
486664,2,3.0,6,1,1.0,2.0,4
486665,2,4.0,7,2,1.0,2.0,3
486666,2,2.0,4,2,3.0,1.0,5
486668,1,2.0,3,1,3.0,1.0,5
486669,2,1.0,4,1,1.0,1.0,5
486670,2,1.0,4,1,1.0,1.0,5
486671,2,2.0,5,1,1.0,2.0,4
486672,2,3.0,6,2,1.0,2.0,4
486673,2,2.0,5,1,1.0,1.0,5
486674,1,2.0,3,1,1.0,1.0,5
486676,1,1.0,2,1,3.0,1.0,4
486677,2,3.0,7,1,1.0,2.0,3
486678,2,2.0,3,1,2.0,1.0,5
486679,2,2.0,5,1,3.0,1.0,5
486680,1,2.0,3,2,3.0,3.0,4
486681,1,3.0,4,1,1.0,1.0,5
486682,2,2.0,6,1,1.0,2.0,5
486684,2,1.0,4,1,1.0,1.0,5
486685,2,1.0,3,1,,1.0,5
486686,1,3.0,4,1,2.0,1.0,4
486687,2,2.0,5,1,1.0,2.0,5
486688,1,1.0,3,2,1.0,1.0,5
486689,1,1.0,7,1,1.0,2.0,4
486690,2,4.0,7,1,1.0,2.0,4
486691,2,1.0,3,2,1.0,1.0,4
486692,2,2.0,7,1,2.0,3.0,5
486693,1,1.0,3,1,3.0,1.0,5
486695,1,1.0,1,2,1.0,1.0,5
486696,1,,1,2,,,5
486697,1,1.0,5,1,1.0,1.0,4
486699,1,1.0,4,1,1.0,1.0,4
486701,1,2.0,4,2,,1.0,3
486702,2,2.0,6,2,1.0,2.0,5
486704,2,3.0,5,2,1.0,1.0,4
486705,2,3.0,6,1,1.0,1.0,3
486707,2,2.0,2,1,1.0,1.0,4
486708,2,2.0,4,1,1.0,1.0,4
486710,1,3.0,7,1,1.0,2.0,3
486711,2,1.0,1,2,1.0,3.0,4
486714,1,2.0,2,1,3.0,3.0,4
486715,1,5.0,4,1,,3.0,3
486716,1,4.0,3,2,1.0,3.0,3
486717,2,1.0,3,2,1.0,1.0,5
486718,1,1.0,3,2,3.0,1.0,5
486719,1,2.0,7,1,1.0,2.0,3
486720,2,3.0,5,1,1.0,1.0,4
486721,2,4.0,4,2,3.0,3.0,3
486722,1,5.0,5,1,1.0,3.0,4
486723,2,2.0,3,1,1.0,1.0,5
486725,1,3.0,4,2,3.0,1.0,5
486726,2,3.0,3,1,1.0,1.0,4
486728,1,1.0,1,2,1.0,3.0,4
486729,2,1.0,5,1,1.0,2.0,4
486730,2,2.0,4,1,3.0,1.0,5
486731,1,1.0,3,2,3.0,1.0,5
486732,1,5.0,6,1,3.0,3.0,4
486733,2,1.0,1,2,3.0,1.0,5
486735,1,2.0,6,1,1.0,1.0,5
486736,1,3.0,6,2,3.0,1.0,3
486737,1,1.0,3,1,3.0,1.0,4
486739,2,2.0,2,1,3.0,1.0,4
486740,2,1.0,4,1,3.0,1.0,4
486743,1,2.0,4,1,1.0,1.0,5
486744,2,1.0,2,2,1.0,1.0,4
486745,2,2.0,3,1,1.0,1.0,5
486746,2,2.0,2,2,1.0,1.0,5
486748,2,4.0,6,1,1.0,2.0,3
486750,2,2.0,3,1,3.0,1.0,4
486751,2,1.0,4,1,1.0,1.0,5
486752,1,1.0,4,2,1.0,1.0,5
486753,2,2.0,4,1,1.0,3.0,4
486754,1,1.0,5,1,1.0,1.0,4
486756,2,1.0,3,1,1.0,1.0,5
486757,1,1.0,4,2,1.0,2.0,5
486758,2,1.0,2,2,1.0,1.0,5
486759,1,1.0,5,1,1.0,1.0,4
486760,2,3.0,6,2,1.0,2.0,4
486761,2,2.0,3,1,3.0,1.0,5
486762,2,1.0,1,2,1.0,1.0,3
486763,1,3.0,4,1,3.0,3.0,3
486765,2,1.0,3,1,1.0,1.0,5
486766,2,4.0,4,2,1.0,3.0,3
486767,1,1.0,1,2,1.0,1.0,3
486768,1,3.0,6,1,1.0,1.0,5
486769,2,1.0,3,1,1.0,1.0,5
486770,2,1.0,1,2,3.0,1.0,5
486771,2,1.0,4,1,1.0,1.0,5
486772,1,4.0,4,1,1.0,3.0,4
486774,1,1.0,1,2,3.0,3.0,5
486775,1,3.0,5,1,3.0,1.0,4
486777,2,1.0,1,2,1.0,3.0,4
486778,1,4.0,7,1,1.0,2.0,3
486779,1,2.0,6,1,,2.0,5
486780,1,1.0,5,1,1.0,3.0,4
486781,2,3.0,7,2,1.0,2.0,4
486782,2,1.0,4,1,1.0,1.0,3
486783,2,1.0,4,1,1.0,3.0,5
486784,2,1.0,3,1,1.0,1.0,5
486785,2,1.0,3,1,1.0,1.0,5
486786,1,5.0,7,1,1.0,2.0,3
486787,1,2.0,4,1,1.0,1.0,5
486788,2,2.0,1,2,3.0,3.0,4
486790,1,1.0,3,2,3.0,1.0,4
486792,2,3.0,2,2,3.0,3.0,4
486793,1,1.0,4,1,3.0,3.0,3
486795,2,2.0,5,2,3.0,1.0,3
486796,1,1.0,2,2,1.0,1.0,5
486797,2,2.0,5,2,1.0,2.0,4
486798,1,1.0,1,2,3.0,1.0,5
486799,1,1.0,5,1,1.0,1.0,5
486803,2,1.0,5,1,1.0,2.0,5
486804,2,3.0,1,2,3.0,1.0,5
486805,1,1.0,5,2,1.0,1.0,4
486807,2,2.0,2,2,1.0,1.0,3
486810,1,2.0,5,2,3.0,1.0,3
486812,1,1.0,2,2,3.0,1.0,5
486813,2,1.0,1,2,3.0,1.0,5
486814,1,1.0,2,2,1.0,1.0,4
486815,1,4.0,4,2,3.0,3.0,4
486816,2,2.0,6,2,1.0,2.0,3
486817,1,1.0,4,1,3.0,1.0,5
486819,2,4.0,4,2,1.0,3.0,4
486821,1,1.0,1,2,2.0,11.0,4
486822,2,2.0,3,2,3.0,3.0,4
486823,1,1.0,2,2,3.0,1.0,4
486824,1,1.0,2,1,3.0,1.0,5
486825,2,,1,2,,,5
486826,1,1.0,2,2,3.0,1.0,5
486827,1,3.0,2,2,3.0,1.0,5
486828,1,3.0,6,1,1.0,2.0,4
486829,1,1.0,2,2,3.0,1.0,5
486830,2,2.0,2,2,3.0,1.0,5
486831,1,1.0,4,1,1.0,1.0,5
486832,2,2.0,5,2,3.0,2.0,3
486833,2,4.0,5,2,2.0,3.0,3
486834,1,1.0,2,2,,1.0,4
486835,1,1.0,2,2,3.0,1.0,5
486836,1,2.0,5,1,2.0,3.0,3
486837,2,1.0,2,2,3.0,1.0,5
486839,1,1.0,2,1,2.0,1.0,4
486841,2,1.0,3,1,2.0,1.0,3
486844,2,2.0,1,2,3.0,1.0,5
486845,1,1.0,1,2,1.0,1.0,4
486847,1,1.0,1,2,1.0,11.0,5
486848,2,3.0,4,2,,3.0,3
486849,1,1.0,1,2,1.0,1.0,4
486850,1,3.0,3,2,1.0,1.0,3
486852,1,2.0,2,2,3.0,1.0,4
486853,1,2.0,4,2,1.0,1.0,5
