,Q6_1,RespSex,age_dv,marstat2,religion_dv,source,wimd_2014_quintile,workstat2
483265,2.0,2,1.0,2.0,3.0,census,5.0,1.0
483266,3.0,1,4.0,2.0,1.0,census,4.0,3.0
483267,1.0,1,5.0,1.0,1.0,census,5.0,1.0
483270,1.0,1,3.0,2.0,3.0,census,5.0,1.0
483273,1.0,2,2.0,2.0,3.0,census,5.0,1.0
483274,2.0,2,4.0,2.0,1.0,census,4.0,1.0
483275,2.0,2,2.0,2.0,1.0,census,5.0,1.0
483276,2.0,2,5.0,1.0,1.0,census,3.0,1.0
483277,4.0,2,6.0,2.0,1.0,census,3.0,2.0
483278,2.0,1,4.0,2.0,1.0,census,5.0,1.0
483280,1.0,2,4.0,2.0,3.0,census,4.0,1.0
483281,4.0,1,5.0,1.0,1.0,census,4.0,2.0
483282,2.0,2,4.0,1.0,1.0,census,5.0,1.0
483283,4.0,2,6.0,2.0,1.0,census,3.0,2.0
483284,1.0,2,6.0,2.0,1.0,census,5.0,2.0
483285,1.0,1,5.0,1.0,1.0,census,5.0,1.0
483288,1.0,2,4.0,2.0,1.0,census,5.0,1.0
483289,2.0,1,4.0,2.0,3.0,census,3.0,1.0
483290,2.0,2,3.0,1.0,1.0,census,4.0,1.0
483292,2.0,1,5.0,1.0,1.0,census,5.0,2.0
483293,3.0,1,7.0,1.0,1.0,census,4.0,2.0
483294,4.0,1,5.0,1.0,1.0,census,4.0,2.0
483295,2.0,1,3.0,2.0,1.0,census,5.0,1.0
483296,2.0,1,4.0,2.0,3.0,census,5.0,1.0
483297,2.0,1,2.0,1.0,1.0,census,4.0,3.0
483298,2.0,2,3.0,1.0,1.0,census,4.0,1.0
483299,1.0,1,4.0,1.0,1.0,census,4.0,1.0
483300,2.0,2,1.0,2.0,1.0,census,5.0,1.0
483301,3.0,2,4.0,1.0,3.0,census,4.0,1.0
483302,3.0,2,5.0,2.0,1.0,census,3.0,3.0
483304,2.0,1,1.0,2.0,,census,4.0,1.0
483305,2.0,1,3.0,2.0,1.0,census,5.0,1.0
483307,2.0,2,5.0,2.0,1.0,census,4.0,3.0
483308,3.0,1,7.0,1.0,1.0,census,4.0,2.0
483309,3.0,1,7.0,1.0,,census,3.0,2.0
483310,3.0,1,7.0,2.0,1.0,census,3.0,2.0
483311,1.0,1,1.0,2.0,3.0,census,4.0,3.0
483313,5.0,2,7.0,2.0,1.0,census,3.0,2.0
483315,2.0,1,5.0,1.0,1.0,census,5.0,1.0
483316,2.0,2,5.0,2.0,1.0,census,5.0,1.0
483317,2.0,2,7.0,2.0,1.0,census,3.0,2.0
483319,1.0,2,5.0,1.0,1.0,census,5.0,1.0
483320,1.0,1,4.0,1.0,1.0,census,5.0,1.0
483321,2.0,2,4.0,2.0,1.0,census,4.0,1.0
483322,3.0,2,5.0,1.0,1.0,census,4.0,1.0
483323,1.0,1,2.0,1.0,,census,5.0,1.0
483324,2.0,1,2.0,2.0,1.0,census,4.0,1.0
483325,1.0,2,3.0,1.0,1.0,census,5.0,1.0
483326,1.0,1,6.0,2.0,1.0,census,4.0,2.0
483327,1.0,2,1.0,2.0,1.0,census,5.0,3.0
483328,1.0,1,3.0,1.0,1.0,census,5.0,1.0
483330,1.0,1,6.0,1.0,,census,5.0,2.0
483331,1.0,1,4.0,1.0,3.0,census,5.0,1.0
483332,1.0,1,1.0,2.0,1.0,census,5.0,1.0
483333,3.0,2,7.0,1.0,,census,3.0,2.0
483335,2.0,1,4.0,2.0,,census,4.0,1.0
483336,2.0,2,6.0,1.0,1.0,census,5.0,1.0
483337,1.0,2,5.0,1.0,1.0,census,3.0,1.0
483338,2.0,1,4.0,1.0,1.0,census,5.0,1.0
483340,3.0,1,6.0,1.0,1.0,census,3.0,2.0
483341,2.0,1,4.0,1.0,1.0,census,5.0,1.0
483342,2.0,1,7.0,2.0,1.0,census,4.0,2.0
483343,2.0,2,1.0,2.0,1.0,census,3.0,1.0
483344,2.0,2,4.0,1.0,1.0,census,5.0,1.0
483345,2.0,1,4.0,1.0,1.0,census,5.0,1.0
483347,2.0,1,5.0,2.0,3.0,census,3.0,1.0
483348,2.0,2,2.0,2.0,1.0,census,5.0,1.0
483349,3.0,1,3.0,1.0,1.0,census,4.0,1.0
483350,1.0,2,3.0,2.0,1.0,census,3.0,1.0
483351,1.0,1,2.0,2.0,1.0,census,5.0,1.0
483352,1.0,2,3.0,1.0,1.0,census,5.0,1.0
483353,1.0,1,3.0,1.0,1.0,census,3.0,1.0
483354,1.0,1,1.0,2.0,3.0,census,4.0,1.0
483356,2.0,2,1.0,2.0,1.0,census,4.0,1.0
483357,2.0,2,4.0,2.0,1.0,census,5.0,1.0
483358,2.0,1,2.0,2.0,1.0,census,5.0,1.0
483359,1.0,2,3.0,2.0,1.0,census,4.0,1.0
483360,1.0,2,2.0,2.0,1.0,census,5.0,1.0
483361,2.0,2,2.0,2.0,1.0,census,5.0,1.0
483362,2.0,2,4.0,2.0,3.0,census,3.0,1.0
483363,4.0,1,3.0,2.0,3.0,census,4.0,3.0
483366,1.0,2,1.0,2.0,1.0,census,3.0,3.0
483367,1.0,1,2.0,2.0,3.0,census,5.0,1.0
483368,2.0,1,3.0,2.0,3.0,census,4.0,1.0
483371,1.0,2,2.0,2.0,1.0,census,5.0,1.0
483372,1.0,1,2.0,2.0,1.0,census,5.0,1.0
483373,2.0,1,6.0,1.0,1.0,census,4.0,1.0
483374,3.0,2,6.0,2.0,1.0,census,3.0,2.0
483376,4.0,1,2.0,1.0,1.0,census,3.0,3.0
483377,2.0,2,1.0,2.0,,census,5.0,3.0
483378,1.0,2,6.0,1.0,1.0,census,5.0,2.0
483379,2.0,1,6.0,2.0,1.0,census,4.0,2.0
483380,2.0,1,3.0,2.0,,census,4.0,1.0
483381,3.0,2,6.0,1.0,1.0,census,3.0,2.0
483382,3.0,2,2.0,2.0,3.0,census,3.0,3.0
483383,3.0,1,3.0,1.0,3.0,census,5.0,1.0
483385,1.0,2,5.0,2.0,1.0,census,4.0,1.0
483386,4.0,2,4.0,1.0,1.0,census,4.0,3.0
483388,1.0,1,7.0,1.0,1.0,census,4.0,2.0
483389,1.0,1,6.0,1.0,1.0,census,4.0,2.0
483390,1.0,2,2.0,2.0,1.0,census,4.0,1.0
483392,1.0,2,1.0,2.0,3.0,census,4.0,1.0
483395,,1,1.0,2.0,,census,3.0,
483396,4.0,2,4.0,2.0,1.0,census,3.0,3.0
483397,3.0,1,4.0,2.0,,census,4.0,3.0
483398,2.0,2,5.0,1.0,1.0,census,4.0,2.0
483399,3.0,1,2.0,2.0,1.0,census,4.0,1.0
483400,1.0,2,1.0,2.0,,census,4.0,3.0
483401,1.0,1,4.0,1.0,1.0,census,5.0,1.0
483403,1.0,1,4.0,2.0,3.0,census,4.0,1.0
483404,2.0,2,4.0,1.0,1.0,census,4.0,1.0
483405,2.0,2,6.0,2.0,1.0,census,4.0,2.0
483406,1.0,2,2.0,1.0,1.0,census,4.0,1.0
483408,2.0,1,3.0,2.0,3.0,census,4.0,1.0
483409,3.0,2,5.0,2.0,1.0,census,4.0,1.0
483410,1.0,2,3.0,1.0,3.0,census,5.0,1.0
483411,1.0,1,2.0,2.0,3.0,census,4.0,1.0
483412,3.0,2,5.0,2.0,1.0,census,4.0,2.0
483413,2.0,1,5.0,1.0,3.0,census,5.0,1.0
483414,1.0,1,5.0,1.0,1.0,census,5.0,1.0
483415,3.0,2,5.0,1.0,1.0,census,4.0,1.0
483416,5.0,1,5.0,2.0,1.0,census,4.0,3.0
483418,2.0,1,5.0,1.0,1.0,census,4.0,2.0
483419,2.0,2,2.0,2.0,1.0,census,5.0,1.0
483421,1.0,1,1.0,2.0,1.0,census,5.0,3.0
483422,1.0,1,2.0,1.0,3.0,census,4.0,1.0
483423,1.0,1,2.0,2.0,1.0,census,4.0,3.0
483424,3.0,2,7.0,1.0,1.0,census,4.0,2.0
483425,2.0,1,6.0,1.0,1.0,census,5.0,2.0
483426,2.0,2,4.0,1.0,1.0,census,5.0,1.0
483427,2.0,1,2.0,1.0,1.0,census,3.0,1.0
483428,2.0,1,3.0,2.0,3.0,census,5.0,1.0
483429,4.0,2,7.0,2.0,1.0,census,4.0,2.0
483430,2.0,2,5.0,1.0,1.0,census,4.0,1.0
483431,3.0,2,5.0,1.0,1.0,census,3.0,3.0
483432,2.0,1,5.0,1.0,1.0,census,4.0,1.0
483433,2.0,2,6.0,1.0,1.0,census,5.0,1.0
483434,2.0,1,4.0,1.0,1.0,census,4.0,1.0
483436,3.0,1,6.0,1.0,3.0,census,4.0,2.0
483437,3.0,2,5.0,1.0,1.0,census,5.0,1.0
483438,1.0,2,1.0,2.0,1.0,census,5.0,1.0
483439,2.0,2,2.0,1.0,1.0,census,5.0,1.0
483440,2.0,1,4.0,2.0,1.0,census,4.0,1.0
483442,3.0,1,3.0,2.0,3.0,census,4.0,1.0
483444,2.0,2,4.0,1.0,1.0,census,5.0,1.0
483445,2.0,2,2.0,1.0,,census,4.0,1.0
483447,2.0,1,4.0,2.0,1.0,census,3.0,3.0
483448,1.0,2,2.0,1.0,1.0,census,5.0,1.0
483449,2.0,1,1.0,1.0,2.0,census,4.0,1.0
483450,1.0,1,1.0,2.0,3.0,census,3.0,1.0
483451,2.0,2,4.0,1.0,1.0,census,3.0,1.0
483452,2.0,1,6.0,1.0,1.0,census,4.0,2.0
483453,2.0,1,5.0,1.0,3.0,census,3.0,1.0
483454,1.0,2,1.0,2.0,3.0,census,4.0,3.0
483455,2.0,1,4.0,1.0,1.0,census,4.0,1.0
483456,1.0,2,5.0,2.0,3.0,census,4.0,3.0
483457,3.0,2,6.0,1.0,1.0,census,4.0,2.0
483459,2.0,2,2.0,2.0,3.0,census,3.0,1.0
483460,1.0,2,3.0,1.0,1.0,census,4.0,1.0
483461,2.0,1,5.0,1.0,1.0,census,4.0,1.0
483462,3.0,1,7.0,2.0,,census,3.0,2.0
483463,3.0,2,7.0,2.0,1.0,census,4.0,2.0
483464,2.0,2,3.0,2.0,1.0,census,3.0,3.0
483465,2.0,2,2.0,2.0,3.0,census,4.0,1.0
483466,1.0,2,5.0,2.0,,census,5.0,1.0
483467,2.0,2,2.0,2.0,3.0,census,5.0,1.0
483469,4.0,2,4.0,1.0,3.0,census,4.0,3.0
483470,1.0,1,6.0,1.0,1.0,census,4.0,2.0
483471,1.0,2,2.0,2.0,3.0,census,4.0,3.0
483472,2.0,1,3.0,2.0,1.0,census,5.0,1.0
483473,1.0,2,2.0,1.0,2.0,census,4.0,1.0
483474,2.0,1,4.0,1.0,1.0,census,4.0,1.0
483475,2.0,1,1.0,2.0,3.0,census,4.0,3.0
483476,3.0,2,3.0,1.0,,census,4.0,3.0
483477,2.0,2,5.0,2.0,1.0,census,5.0,2.0
483478,3.0,1,5.0,1.0,1.0,census,3.0,3.0
483479,1.0,2,3.0,1.0,3.0,census,5.0,3.0
483481,1.0,2,3.0,1.0,3.0,census,5.0,1.0
483483,2.0,1,4.0,1.0,1.0,census,5.0,1.0
483484,2.0,1,6.0,1.0,1.0,census,5.0,2.0
483485,2.0,1,3.0,1.0,3.0,census,5.0,1.0
483486,4.0,2,7.0,2.0,1.0,census,3.0,2.0
483487,5.0,2,4.0,1.0,1.0,census,4.0,1.0
483488,2.0,1,1.0,2.0,1.0,census,5.0,1.0
483489,1.0,1,4.0,2.0,1.0,census,4.0,1.0
483490,2.0,1,2.0,2.0,3.0,census,5.0,1.0
483491,3.0,1,5.0,1.0,1.0,census,3.0,3.0
483492,2.0,1,1.0,2.0,,census,5.0,1.0
483493,4.0,2,7.0,1.0,1.0,census,3.0,2.0
483494,2.0,1,4.0,2.0,3.0,census,3.0,3.0
483495,4.0,1,5.0,1.0,3.0,census,4.0,3.0
483497,1.0,1,4.0,1.0,1.0,census,5.0,1.0
483498,2.0,2,2.0,2.0,1.0,census,5.0,1.0
483499,2.0,2,1.0,2.0,1.0,census,4.0,1.0
483500,1.0,1,5.0,1.0,1.0,census,3.0,1.0
483501,2.0,1,2.0,2.0,3.0,census,5.0,1.0
483502,1.0,1,3.0,1.0,1.0,census,5.0,1.0
483504,2.0,2,4.0,1.0,1.0,census,5.0,1.0
483505,1.0,1,3.0,1.0,1.0,census,5.0,1.0
483506,1.0,2,3.0,1.0,3.0,census,5.0,1.0
483507,1.0,2,6.0,2.0,1.0,census,4.0,2.0
483508,2.0,1,4.0,2.0,1.0,census,4.0,1.0
483509,3.0,1,6.0,2.0,1.0,census,3.0,2.0
483510,2.0,2,3.0,2.0,3.0,census,4.0,3.0
483511,1.0,1,4.0,1.0,1.0,census,5.0,1.0
483513,1.0,1,3.0,1.0,3.0,census,5.0,1.0
483514,2.0,2,5.0,1.0,1.0,census,4.0,1.0
483515,1.0,1,7.0,2.0,1.0,census,5.0,2.0
483516,1.0,1,5.0,1.0,1.0,census,5.0,1.0
483517,1.0,2,3.0,1.0,,census,3.0,1.0
483518,2.0,2,6.0,1.0,1.0,census,4.0,1.0
483519,2.0,2,7.0,1.0,1.0,census,3.0,2.0
483520,2.0,2,5.0,1.0,1.0,census,5.0,1.0
483521,1.0,2,4.0,1.0,,census,5.0,1.0
483522,1.0,2,3.0,1.0,3.0,census,5.0,1.0
483523,3.0,1,5.0,1.0,1.0,census,5.0,1.0
483525,2.0,2,4.0,1.0,3.0,census,5.0,1.0
483527,2.0,2,7.0,2.0,1.0,census,3.0,2.0
483528,3.0,1,6.0,1.0,1.0,census,3.0,2.0
483529,1.0,1,3.0,1.0,1.0,census,5.0,1.0
483531,1.0,2,4.0,1.0,,census,4.0,1.0
483532,5.0,1,7.0,1.0,,census,4.0,2.0
483534,2.0,2,3.0,1.0,1.0,census,5.0,1.0
483535,5.0,2,6.0,2.0,1.0,census,3.0,2.0
483536,1.0,2,6.0,2.0,1.0,census,5.0,2.0
483537,2.0,1,3.0,1.0,3.0,census,5.0,1.0
483538,1.0,2,3.0,1.0,1.0,census,5.0,1.0
483539,2.0,2,5.0,1.0,1.0,census,5.0,1.0
483540,1.0,1,6.0,1.0,1.0,census,5.0,2.0
483541,2.0,1,6.0,1.0,1.0,census,4.0,2.0
483542,1.0,2,6.0,2.0,1.0,census,4.0,2.0
483543,3.0,2,5.0,2.0,1.0,census,4.0,2.0
483544,,1,1.0,2.0,,census,3.0,
483545,1.0,2,2.0,1.0,2.0,census,5.0,3.0
483546,1.0,1,5.0,1.0,1.0,census,4.0,2.0
483547,2.0,1,7.0,1.0,,census,4.0,2.0
483548,,1,2.0,2.0,,census,4.0,
483549,1.0,2,4.0,1.0,1.0,census,5.0,1.0
483550,2.0,1,5.0,1.0,1.0,census,5.0,1.0
483551,3.0,1,5.0,2.0,1.0,census,4.0,1.0
483552,3.0,1,7.0,2.0,1.0,census,3.0,2.0
483553,1.0,1,1.0,2.0,1.0,census,4.0,3.0
483554,5.0,2,7.0,2.0,1.0,census,3.0,2.0
483557,4.0,1,4.0,2.0,1.0,census,4.0,2.0
483558,2.0,2,6.0,1.0,1.0,census,5.0,2.0
483559,3.0,1,6.0,1.0,1.0,census,4.0,2.0
483560,4.0,2,4.0,2.0,3.0,census,3.0,3.0
483561,3.0,2,6.0,2.0,1.0,census,3.0,2.0
483562,2.0,2,1.0,2.0,1.0,census,3.0,1.0
483563,2.0,1,3.0,1.0,1.0,census,4.0,1.0
483564,1.0,2,2.0,2.0,1.0,census,5.0,1.0
483565,1.0,2,4.0,2.0,1.0,census,4.0,1.0
483566,3.0,1,5.0,1.0,3.0,census,5.0,1.0
483569,2.0,1,4.0,1.0,3.0,census,5.0,1.0
483570,3.0,1,4.0,2.0,1.0,census,4.0,1.0
483572,2.0,1,2.0,2.0,1.0,census,3.0,1.0
483573,1.0,2,1.0,2.0,1.0,census,4.0,3.0
483574,1.0,2,1.0,2.0,1.0,census,5.0,3.0
483575,2.0,1,2.0,1.0,1.0,census,5.0,3.0
483576,1.0,2,2.0,1.0,1.0,census,5.0,1.0
483577,2.0,2,4.0,2.0,1.0,census,4.0,1.0
483578,4.0,1,6.0,1.0,1.0,census,3.0,2.0
483579,1.0,1,1.0,2.0,1.0,census,5.0,3.0
483580,1.0,2,4.0,2.0,3.0,census,5.0,1.0
483581,3.0,2,7.0,1.0,1.0,census,4.0,2.0
483583,2.0,1,3.0,2.0,3.0,census,3.0,1.0
483585,1.0,2,5.0,2.0,1.0,census,3.0,1.0
483586,1.0,2,1.0,2.0,1.0,census,5.0,1.0
483587,1.0,2,2.0,2.0,1.0,census,3.0,3.0
483588,3.0,2,7.0,1.0,1.0,census,3.0,2.0
483589,3.0,2,4.0,2.0,1.0,census,4.0,3.0
483590,3.0,2,6.0,2.0,1.0,census,4.0,2.0
483591,2.0,2,5.0,1.0,1.0,census,4.0,1.0
483592,1.0,2,3.0,1.0,1.0,census,3.0,1.0
483593,3.0,2,7.0,2.0,1.0,census,3.0,2.0
483594,1.0,2,3.0,2.0,3.0,census,5.0,1.0
483595,2.0,1,1.0,2.0,1.0,census,5.0,3.0
483596,2.0,2,4.0,2.0,1.0,census,5.0,1.0
483597,1.0,2,3.0,1.0,1.0,census,5.0,1.0
483599,3.0,1,6.0,1.0,1.0,census,4.0,2.0
483600,1.0,1,1.0,2.0,1.0,census,5.0,1.0
483601,3.0,1,6.0,1.0,1.0,census,5.0,2.0
483602,2.0,1,7.0,1.0,3.0,census,4.0,2.0
483604,1.0,2,5.0,1.0,,census,4.0,1.0
483605,3.0,2,6.0,1.0,1.0,census,4.0,3.0
483606,1.0,2,2.0,1.0,1.0,census,5.0,1.0
483607,1.0,2,1.0,2.0,1.0,census,5.0,1.0
483608,2.0,2,1.0,2.0,3.0,census,5.0,3.0
483609,1.0,2,4.0,1.0,1.0,census,5.0,1.0
483610,2.0,2,7.0,2.0,1.0,census,4.0,2.0
483611,1.0,2,2.0,2.0,3.0,census,5.0,1.0
483613,2.0,1,6.0,1.0,1.0,census,4.0,2.0
483615,2.0,2,4.0,1.0,1.0,census,5.0,1.0
483616,3.0,1,6.0,1.0,1.0,census,4.0,2.0
483617,1.0,2,7.0,1.0,,census,4.0,1.0
483619,1.0,2,4.0,2.0,1.0,census,5.0,1.0
483620,1.0,1,4.0,2.0,1.0,census,4.0,1.0
483621,1.0,2,1.0,2.0,1.0,census,3.0,1.0
483622,1.0,1,2.0,1.0,,census,5.0,1.0
483623,2.0,2,3.0,2.0,3.0,census,4.0,3.0
483624,2.0,2,3.0,1.0,3.0,census,4.0,1.0
483625,1.0,2,3.0,1.0,1.0,census,5.0,1.0
483626,4.0,2,3.0,2.0,1.0,census,3.0,3.0
483629,1.0,2,3.0,1.0,3.0,census,3.0,1.0
483630,1.0,1,2.0,1.0,1.0,census,5.0,1.0
483631,2.0,2,6.0,1.0,1.0,census,5.0,2.0
483632,1.0,2,3.0,1.0,1.0,census,4.0,1.0
483634,4.0,2,7.0,1.0,1.0,census,3.0,2.0
483635,1.0,2,2.0,2.0,1.0,census,3.0,1.0
483636,4.0,1,4.0,1.0,1.0,census,4.0,1.0
483637,3.0,2,4.0,1.0,3.0,census,4.0,1.0
483638,2.0,1,1.0,2.0,1.0,census,4.0,3.0
483639,1.0,1,2.0,2.0,3.0,census,4.0,1.0
483640,1.0,1,5.0,1.0,1.0,census,5.0,1.0
483641,1.0,1,1.0,2.0,,census,5.0,3.0
483642,1.0,2,5.0,2.0,3.0,census,4.0,3.0
483644,3.0,1,5.0,1.0,1.0,census,3.0,1.0
483646,2.0,2,1.0,2.0,1.0,census,5.0,3.0
483647,3.0,1,5.0,1.0,1.0,census,4.0,1.0
483648,1.0,2,5.0,1.0,1.0,census,5.0,1.0
483649,,2,1.0,2.0,,census,5.0,
483650,2.0,1,3.0,2.0,1.0,census,5.0,1.0
483652,,2,1.0,2.0,,census,3.0,
483653,2.0,1,6.0,1.0,1.0,census,5.0,2.0
483654,1.0,2,3.0,1.0,3.0,census,5.0,1.0
483655,2.0,2,1.0,2.0,1.0,census,4.0,1.0
483656,2.0,1,6.0,1.0,1.0,census,3.0,2.0
483657,2.0,2,5.0,1.0,1.0,census,4.0,2.0
483659,3.0,2,4.0,2.0,3.0,census,4.0,1.0
483661,2.0,2,4.0,1.0,1.0,census,4.0,1.0
483662,4.0,2,5.0,2.0,1.0,census,3.0,3.0
483663,2.0,2,2.0,1.0,3.0,census,5.0,1.0
483664,2.0,2,4.0,2.0,1.0,census,4.0,1.0
483665,1.0,1,4.0,1.0,1.0,census,4.0,3.0
483666,2.0,1,1.0,2.0,3.0,census,4.0,1.0
483667,1.0,2,4.0,1.0,3.0,census,4.0,3.0
483668,1.0,1,2.0,1.0,1.0,census,5.0,1.0
483669,2.0,2,3.0,2.0,3.0,census,5.0,1.0
483671,1.0,1,2.0,2.0,1.0,census,5.0,1.0
483672,2.0,2,4.0,1.0,1.0,census,5.0,1.0
483675,2.0,1,1.0,2.0,1.0,census,4.0,1.0
483676,2.0,2,3.0,1.0,1.0,census,4.0,3.0
483678,1.0,1,4.0,2.0,1.0,census,3.0,1.0
483679,2.0,1,2.0,2.0,1.0,census,4.0,1.0
483680,3.0,1,5.0,1.0,3.0,census,3.0,3.0
483682,4.0,2,7.0,2.0,1.0,census,3.0,2.0
483683,2.0,2,5.0,1.0,1.0,census,5.0,1.0
483685,1.0,1,2.0,1.0,1.0,census,5.0,1.0
483686,1.0,1,3.0,2.0,1.0,census,5.0,1.0
483687,5.0,2,5.0,1.0,3.0,census,3.0,3.0
483689,3.0,1,4.0,2.0,3.0,census,4.0,3.0
483691,2.0,1,4.0,1.0,,census,5.0,1.0
483692,1.0,2,5.0,1.0,1.0,census,4.0,1.0
483693,2.0,2,2.0,2.0,3.0,census,5.0,1.0
483695,4.0,1,6.0,1.0,1.0,census,4.0,2.0
483696,2.0,2,6.0,1.0,1.0,census,5.0,2.0
483698,1.0,2,1.0,2.0,1.0,census,4.0,3.0
483699,2.0,2,4.0,1.0,1.0,census,4.0,1.0
483700,3.0,2,6.0,2.0,1.0,census,4.0,2.0
483701,1.0,2,2.0,1.0,,census,5.0,1.0
483702,2.0,1,5.0,1.0,,census,5.0,1.0
483703,1.0,1,3.0,1.0,3.0,census,5.0,1.0
483705,1.0,1,5.0,1.0,1.0,census,4.0,1.0
483706,2.0,1,6.0,1.0,1.0,census,3.0,2.0
483707,3.0,1,7.0,2.0,,census,4.0,1.0
483709,2.0,1,7.0,1.0,1.0,census,4.0,2.0
483710,2.0,2,5.0,1.0,1.0,census,4.0,3.0
483711,1.0,2,2.0,2.0,1.0,census,5.0,1.0
483712,2.0,2,5.0,1.0,1.0,census,3.0,3.0
483713,1.0,2,1.0,2.0,1.0,census,3.0,3.0
483714,5.0,1,7.0,1.0,1.0,census,4.0,2.0
483715,2.0,1,4.0,2.0,1.0,census,5.0,1.0
483716,1.0,1,2.0,2.0,3.0,census,4.0,1.0
483718,1.0,1,2.0,1.0,1.0,census,5.0,1.0
483719,1.0,1,3.0,2.0,1.0,census,5.0,1.0
483721,2.0,2,2.0,1.0,1.0,census,5.0,1.0
483722,1.0,1,5.0,2.0,3.0,census,3.0,1.0
483723,2.0,2,3.0,1.0,1.0,census,4.0,1.0
483724,1.0,2,3.0,1.0,3.0,census,5.0,1.0
483725,2.0,1,3.0,2.0,1.0,census,3.0,1.0
483726,1.0,1,1.0,2.0,3.0,census,5.0,1.0
483727,4.0,1,4.0,2.0,3.0,census,4.0,3.0
483729,2.0,1,3.0,2.0,3.0,census,5.0,1.0
483730,2.0,2,4.0,2.0,1.0,census,3.0,1.0
483731,1.0,2,4.0,2.0,1.0,census,3.0,2.0
483732,2.0,1,2.0,2.0,1.0,census,5.0,1.0
483733,1.0,1,4.0,1.0,3.0,census,5.0,1.0
483734,3.0,1,3.0,2.0,3.0,census,4.0,1.0
483737,4.0,1,5.0,2.0,3.0,census,4.0,3.0
483738,1.0,1,4.0,1.0,1.0,census,5.0,1.0
483740,2.0,1,4.0,2.0,3.0,census,5.0,1.0
483741,2.0,2,3.0,1.0,1.0,census,5.0,1.0
483742,1.0,1,5.0,1.0,1.0,census,4.0,1.0
483743,2.0,1,5.0,2.0,1.0,census,4.0,1.0
483744,2.0,2,3.0,1.0,1.0,census,5.0,1.0
483745,1.0,1,2.0,2.0,1.0,census,5.0,1.0
483746,1.0,2,5.0,1.0,1.0,census,5.0,1.0
483747,1.0,1,3.0,1.0,1.0,census,4.0,1.0
483748,2.0,2,3.0,2.0,,census,4.0,1.0
483749,1.0,1,6.0,2.0,3.0,census,5.0,2.0
483750,2.0,2,1.0,2.0,3.0,census,4.0,3.0
483751,3.0,2,7.0,2.0,1.0,census,3.0,2.0
483752,1.0,1,4.0,1.0,1.0,census,5.0,1.0
483753,2.0,1,4.0,1.0,3.0,census,4.0,1.0
483755,3.0,1,5.0,1.0,1.0,census,5.0,1.0
483756,1.0,2,2.0,1.0,3.0,census,3.0,3.0
483758,2.0,2,6.0,1.0,1.0,census,3.0,2.0
483759,2.0,2,6.0,1.0,1.0,census,3.0,2.0
483760,2.0,1,5.0,1.0,1.0,census,4.0,1.0
483762,1.0,2,5.0,2.0,1.0,census,5.0,1.0
483763,1.0,1,2.0,2.0,3.0,census,3.0,1.0
483764,3.0,2,6.0,1.0,1.0,census,4.0,2.0
483765,4.0,2,3.0,2.0,1.0,census,4.0,1.0
483766,1.0,2,2.0,2.0,3.0,census,5.0,1.0
483767,1.0,1,1.0,2.0,,census,4.0,3.0
483768,2.0,1,2.0,2.0,1.0,census,3.0,3.0
483769,3.0,1,7.0,1.0,1.0,census,4.0,2.0
483770,1.0,1,4.0,2.0,1.0,census,5.0,1.0
483771,3.0,1,5.0,1.0,1.0,census,4.0,2.0
483772,1.0,2,7.0,1.0,1.0,census,5.0,2.0
483773,3.0,2,7.0,2.0,1.0,census,3.0,2.0
483775,2.0,2,3.0,2.0,1.0,census,4.0,3.0
483776,2.0,2,3.0,2.0,3.0,census,4.0,3.0
483778,2.0,2,3.0,1.0,1.0,census,3.0,3.0
483779,1.0,1,5.0,2.0,1.0,census,5.0,1.0
483781,1.0,2,3.0,1.0,1.0,census,4.0,1.0
483782,4.0,2,5.0,1.0,1.0,census,4.0,3.0
483783,2.0,2,1.0,2.0,3.0,census,5.0,1.0
483784,4.0,2,3.0,2.0,3.0,census,5.0,3.0
483788,2.0,1,1.0,2.0,3.0,census,3.0,1.0
483789,1.0,2,1.0,2.0,3.0,census,3.0,3.0
483790,3.0,2,6.0,2.0,1.0,census,3.0,1.0
483791,3.0,1,2.0,2.0,1.0,census,4.0,1.0
483792,2.0,1,4.0,1.0,1.0,census,5.0,1.0
483793,1.0,2,2.0,1.0,1.0,census,5.0,1.0
483795,1.0,1,3.0,1.0,1.0,census,5.0,1.0
483796,1.0,1,2.0,1.0,1.0,census,5.0,1.0
483798,1.0,1,2.0,1.0,,census,4.0,1.0
483801,4.0,1,4.0,2.0,,census,3.0,3.0
483802,3.0,2,7.0,2.0,1.0,census,4.0,3.0
483803,3.0,1,4.0,2.0,,census,4.0,1.0
483804,2.0,2,4.0,1.0,1.0,census,5.0,1.0
483805,1.0,2,3.0,2.0,1.0,census,5.0,3.0
483806,2.0,1,5.0,1.0,1.0,census,5.0,1.0
483807,2.0,1,3.0,1.0,,census,4.0,1.0
483808,4.0,1,7.0,2.0,1.0,census,4.0,2.0
483809,2.0,2,3.0,2.0,1.0,census,5.0,1.0
483810,2.0,2,4.0,2.0,3.0,census,3.0,1.0
483811,4.0,1,5.0,2.0,,census,4.0,1.0
483812,1.0,2,2.0,2.0,,census,3.0,1.0
483813,2.0,1,4.0,2.0,3.0,census,3.0,1.0
483815,4.0,2,6.0,1.0,1.0,census,4.0,2.0
483816,3.0,2,7.0,2.0,1.0,census,3.0,2.0
483817,2.0,2,6.0,1.0,1.0,census,5.0,2.0
483818,2.0,2,3.0,1.0,1.0,census,4.0,3.0
