,Q6_1,RespSex,age_dv,marstat2,religion_dv,source,wimd_2014_quintile,workstat2
483820,2.0,2,5.0,1.0,1.0,census,5.0,3.0
483822,3.0,2,2.0,2.0,3.0,census,3.0,3.0
483823,2.0,2,2.0,2.0,3.0,census,5.0,1.0
483824,3.0,1,7.0,2.0,1.0,census,4.0,2.0
483825,2.0,2,6.0,2.0,1.0,census,5.0,2.0
483826,2.0,2,6.0,2.0,3.0,census,5.0,2.0
483827,2.0,1,5.0,1.0,1.0,census,5.0,1.0
483828,2.0,2,2.0,2.0,3.0,census,5.0,1.0
483829,1.0,2,3.0,1.0,1.0,census,4.0,1.0
483831,3.0,2,7.0,1.0,1.0,census,3.0,2.0
483832,2.0,2,6.0,1.0,1.0,census,5.0,2.0
483833,1.0,2,1.0,2.0,1.0,census,3.0,3.0
483834,1.0,1,1.0,2.0,3.0,census,4.0,3.0
483835,2.0,1,1.0,2.0,3.0,census,5.0,3.0
483836,1.0,2,1.0,2.0,3.0,census,4.0,1.0
483837,4.0,2,1.0,2.0,2.0,census,4.0,3.0
483838,2.0,1,2.0,2.0,3.0,census,4.0,1.0
483839,1.0,2,1.0,2.0,1.0,census,4.0,3.0
483840,3.0,2,3.0,2.0,3.0,census,4.0,1.0
483841,2.0,1,1.0,2.0,1.0,census,5.0,3.0
483842,1.0,2,1.0,2.0,3.0,census,4.0,3.0
483843,1.0,2,1.0,2.0,1.0,census,5.0,3.0
483844,2.0,1,5.0,1.0,1.0,census,4.0,1.0
483845,2.0,1,1.0,2.0,3.0,census,4.0,1.0
483847,5.0,1,6.0,1.0,3.0,census,4.0,2.0
483848,2.0,2,5.0,1.0,1.0,census,3.0,2.0
483849,1.0,1,3.0,2.0,3.0,census,4.0,1.0
483850,1.0,2,2.0,2.0,3.0,census,5.0,1.0
483851,1.0,1,4.0,1.0,3.0,census,5.0,1.0
483853,1.0,1,1.0,2.0,3.0,census,5.0,1.0
483854,2.0,1,1.0,2.0,1.0,census,3.0,3.0
483855,1.0,2,1.0,2.0,3.0,census,4.0,1.0
483856,2.0,2,7.0,2.0,1.0,census,5.0,2.0
483857,2.0,2,2.0,1.0,3.0,census,5.0,1.0
483858,2.0,2,6.0,1.0,1.0,census,4.0,2.0
483859,3.0,1,6.0,1.0,1.0,census,3.0,1.0
483860,2.0,2,1.0,2.0,3.0,census,4.0,3.0
483861,1.0,1,1.0,2.0,3.0,census,5.0,3.0
483862,1.0,1,6.0,1.0,1.0,census,5.0,1.0
483863,3.0,2,4.0,1.0,1.0,census,4.0,1.0
483864,2.0,2,2.0,2.0,1.0,census,3.0,1.0
483865,1.0,1,6.0,2.0,1.0,census,5.0,2.0
483866,3.0,1,3.0,2.0,3.0,census,4.0,1.0
483868,1.0,1,7.0,1.0,1.0,census,4.0,2.0
483869,1.0,1,6.0,1.0,1.0,census,5.0,2.0
483870,1.0,1,3.0,1.0,3.0,census,5.0,1.0
483871,4.0,1,5.0,2.0,1.0,census,3.0,3.0
483872,2.0,2,4.0,1.0,,census,5.0,1.0
483874,1.0,2,3.0,2.0,,census,5.0,1.0
483875,1.0,1,3.0,2.0,3.0,census,4.0,1.0
483876,2.0,2,5.0,1.0,1.0,census,5.0,1.0
483877,4.0,2,3.0,1.0,1.0,census,3.0,3.0
483879,1.0,2,3.0,1.0,1.0,census,5.0,1.0
483880,2.0,1,2.0,2.0,1.0,census,5.0,1.0
483882,1.0,2,5.0,1.0,3.0,census,4.0,1.0
483883,1.0,2,4.0,2.0,1.0,census,5.0,1.0
483884,2.0,1,6.0,1.0,1.0,census,4.0,2.0
483885,1.0,2,3.0,1.0,1.0,census,3.0,1.0
483887,2.0,2,6.0,1.0,1.0,census,5.0,2.0
483888,1.0,1,4.0,2.0,1.0,census,5.0,1.0
483889,1.0,1,3.0,1.0,3.0,census,5.0,1.0
483890,1.0,1,5.0,2.0,1.0,census,5.0,2.0
483891,2.0,1,3.0,2.0,3.0,census,5.0,1.0
483892,2.0,2,1.0,2.0,3.0,census,5.0,3.0
483893,1.0,2,2.0,1.0,1.0,census,5.0,1.0
483895,1.0,1,5.0,1.0,1.0,census,3.0,1.0
483898,1.0,1,3.0,1.0,1.0,census,5.0,1.0
483900,2.0,1,5.0,1.0,1.0,census,4.0,1.0
483901,1.0,2,5.0,1.0,1.0,census,4.0,1.0
483902,3.0,2,5.0,1.0,1.0,census,5.0,1.0
483903,1.0,1,4.0,2.0,3.0,census,5.0,1.0
483904,2.0,2,1.0,2.0,1.0,census,3.0,3.0
483907,,1,1.0,2.0,,census,5.0,
483908,3.0,2,7.0,1.0,1.0,census,4.0,2.0
483910,3.0,1,3.0,2.0,1.0,census,4.0,3.0
483911,4.0,1,5.0,1.0,1.0,census,4.0,1.0
483913,,2,1.0,2.0,,census,4.0,
483914,1.0,1,3.0,1.0,3.0,census,5.0,1.0
483915,2.0,2,5.0,1.0,1.0,census,5.0,1.0
483916,1.0,2,3.0,2.0,1.0,census,4.0,3.0
483917,3.0,2,6.0,1.0,,census,4.0,1.0
483918,2.0,1,4.0,1.0,1.0,census,5.0,1.0
483919,2.0,1,4.0,1.0,3.0,census,5.0,1.0
483920,1.0,2,5.0,1.0,1.0,census,4.0,1.0
483921,4.0,1,2.0,2.0,3.0,census,4.0,3.0
483922,1.0,1,1.0,2.0,1.0,census,5.0,1.0
483925,2.0,1,6.0,2.0,1.0,census,4.0,2.0
483926,3.0,1,6.0,1.0,1.0,census,4.0,2.0
483927,,1,1.0,2.0,,census,5.0,
483928,4.0,1,4.0,2.0,,census,4.0,1.0
483929,2.0,1,5.0,1.0,1.0,census,4.0,1.0
483930,1.0,1,5.0,1.0,1.0,census,5.0,1.0
483931,4.0,1,5.0,2.0,,census,3.0,3.0
483932,4.0,2,5.0,1.0,1.0,census,3.0,2.0
483933,2.0,2,7.0,2.0,1.0,census,4.0,2.0
483934,1.0,2,1.0,2.0,3.0,census,4.0,1.0
483935,1.0,2,3.0,1.0,,census,5.0,1.0
483937,4.0,2,6.0,1.0,1.0,census,4.0,2.0
483938,2.0,2,4.0,1.0,1.0,census,4.0,1.0
483939,2.0,1,4.0,1.0,1.0,census,4.0,1.0
483940,1.0,2,3.0,2.0,3.0,census,5.0,1.0
483941,2.0,2,3.0,1.0,3.0,census,5.0,1.0
483942,1.0,2,3.0,2.0,,census,3.0,1.0
483944,1.0,2,5.0,1.0,1.0,census,5.0,1.0
483945,1.0,1,5.0,1.0,1.0,census,5.0,2.0
483946,3.0,1,5.0,1.0,1.0,census,4.0,2.0
483948,1.0,2,6.0,2.0,1.0,census,4.0,2.0
483949,1.0,1,2.0,2.0,1.0,census,5.0,1.0
483951,2.0,1,1.0,2.0,,census,5.0,1.0
483952,1.0,2,3.0,2.0,3.0,census,4.0,1.0
483953,1.0,2,4.0,1.0,1.0,census,4.0,3.0
483954,1.0,1,4.0,2.0,3.0,census,4.0,1.0
483955,2.0,2,6.0,1.0,1.0,census,3.0,2.0
483956,4.0,2,7.0,2.0,1.0,census,4.0,2.0
483957,2.0,2,4.0,2.0,1.0,census,3.0,1.0
483958,2.0,1,1.0,2.0,1.0,census,4.0,1.0
483959,2.0,1,6.0,2.0,3.0,census,4.0,2.0
483960,2.0,2,1.0,2.0,3.0,census,5.0,1.0
483961,1.0,2,5.0,2.0,3.0,census,3.0,1.0
483962,2.0,2,7.0,2.0,1.0,census,4.0,2.0
483963,1.0,2,3.0,1.0,1.0,census,4.0,3.0
483964,3.0,2,5.0,1.0,1.0,census,3.0,2.0
483966,2.0,2,6.0,1.0,1.0,census,5.0,2.0
483967,1.0,2,5.0,1.0,1.0,census,3.0,2.0
483968,2.0,2,1.0,2.0,3.0,census,5.0,3.0
483969,1.0,1,6.0,2.0,1.0,census,5.0,2.0
483970,1.0,1,7.0,1.0,1.0,census,5.0,2.0
483971,4.0,2,7.0,1.0,1.0,census,3.0,2.0
483972,1.0,1,1.0,2.0,1.0,census,4.0,1.0
483974,2.0,1,7.0,2.0,1.0,census,4.0,2.0
483975,,1,1.0,2.0,,census,5.0,
483976,2.0,1,6.0,1.0,2.0,census,4.0,2.0
483977,1.0,1,4.0,1.0,1.0,census,5.0,1.0
483978,1.0,1,5.0,1.0,1.0,census,3.0,1.0
483979,4.0,2,7.0,1.0,1.0,census,4.0,2.0
483980,2.0,2,5.0,1.0,1.0,census,5.0,1.0
483981,2.0,2,7.0,2.0,1.0,census,5.0,2.0
483982,2.0,1,5.0,1.0,1.0,census,5.0,1.0
483983,2.0,2,7.0,2.0,1.0,census,5.0,2.0
483984,2.0,2,1.0,2.0,1.0,census,5.0,3.0
483985,2.0,1,6.0,1.0,3.0,census,5.0,2.0
483986,1.0,1,3.0,2.0,1.0,census,5.0,1.0
483987,1.0,2,3.0,1.0,,census,5.0,1.0
483988,2.0,1,3.0,1.0,3.0,census,5.0,1.0
483989,2.0,1,6.0,1.0,3.0,census,5.0,2.0
483990,1.0,1,6.0,1.0,,census,5.0,2.0
483992,1.0,2,6.0,2.0,1.0,census,5.0,1.0
483993,3.0,1,5.0,2.0,1.0,census,5.0,1.0
483994,2.0,2,6.0,2.0,1.0,census,4.0,1.0
483995,1.0,2,2.0,1.0,1.0,census,5.0,3.0
483996,1.0,1,1.0,2.0,1.0,census,4.0,3.0
484000,,1,1.0,2.0,,census,3.0,
484001,1.0,1,3.0,2.0,3.0,census,5.0,1.0
484003,1.0,2,6.0,1.0,1.0,census,5.0,2.0
484004,2.0,1,6.0,2.0,1.0,census,3.0,1.0
484006,2.0,2,5.0,1.0,,census,3.0,1.0
484007,2.0,1,6.0,1.0,1.0,census,5.0,2.0
484008,1.0,2,2.0,2.0,3.0,census,4.0,1.0
484009,1.0,2,2.0,2.0,1.0,census,3.0,1.0
484010,5.0,2,2.0,2.0,3.0,census,4.0,3.0
484012,2.0,1,3.0,2.0,1.0,census,4.0,1.0
484013,1.0,1,1.0,2.0,3.0,census,4.0,1.0
484014,3.0,2,1.0,2.0,3.0,census,3.0,3.0
484015,2.0,2,1.0,2.0,3.0,census,5.0,3.0
484016,1.0,1,1.0,2.0,3.0,census,4.0,1.0
484018,2.0,2,5.0,1.0,1.0,census,3.0,1.0
484019,1.0,2,2.0,2.0,1.0,census,4.0,1.0
484020,3.0,1,4.0,1.0,1.0,census,4.0,1.0
484021,3.0,1,1.0,2.0,3.0,census,4.0,3.0
484022,3.0,2,7.0,2.0,1.0,census,3.0,2.0
484023,2.0,1,4.0,1.0,1.0,census,5.0,1.0
484025,2.0,2,3.0,2.0,3.0,census,5.0,1.0
484026,1.0,2,4.0,1.0,1.0,census,5.0,1.0
484027,2.0,1,4.0,2.0,3.0,census,3.0,1.0
484028,2.0,2,7.0,2.0,1.0,census,5.0,2.0
484029,2.0,1,6.0,1.0,1.0,census,4.0,1.0
484031,1.0,2,2.0,2.0,1.0,census,5.0,1.0
484032,2.0,2,3.0,2.0,1.0,census,5.0,1.0
484033,1.0,1,4.0,1.0,3.0,census,5.0,1.0
484034,1.0,2,3.0,1.0,1.0,census,5.0,1.0
484035,1.0,2,4.0,1.0,1.0,census,4.0,1.0
484036,1.0,1,3.0,2.0,3.0,census,5.0,1.0
484037,2.0,1,5.0,1.0,,census,5.0,1.0
484038,3.0,1,2.0,1.0,1.0,census,4.0,1.0
484039,2.0,1,5.0,2.0,1.0,census,5.0,1.0
484040,1.0,1,3.0,2.0,1.0,census,5.0,1.0
484041,3.0,1,5.0,1.0,1.0,census,4.0,1.0
484042,3.0,2,7.0,2.0,1.0,census,4.0,2.0
484043,2.0,1,1.0,2.0,3.0,census,5.0,1.0
484045,3.0,2,5.0,1.0,1.0,census,4.0,2.0
484046,2.0,2,5.0,1.0,1.0,census,3.0,2.0
484047,1.0,2,5.0,1.0,1.0,census,5.0,1.0
484048,2.0,2,7.0,2.0,1.0,census,3.0,2.0
484049,2.0,2,1.0,2.0,1.0,census,5.0,1.0
484054,2.0,1,5.0,2.0,1.0,census,4.0,1.0
484056,2.0,1,4.0,2.0,1.0,census,5.0,1.0
484057,1.0,1,1.0,2.0,1.0,census,5.0,3.0
484058,1.0,1,3.0,1.0,1.0,census,5.0,1.0
484059,2.0,2,5.0,2.0,1.0,census,5.0,1.0
484060,1.0,1,3.0,1.0,,census,5.0,1.0
484061,1.0,1,4.0,1.0,1.0,census,5.0,1.0
484062,1.0,1,6.0,1.0,1.0,census,3.0,2.0
484064,2.0,2,2.0,1.0,,census,4.0,3.0
484065,1.0,1,1.0,2.0,1.0,census,3.0,1.0
484066,1.0,2,2.0,1.0,1.0,census,5.0,1.0
484067,2.0,1,2.0,2.0,1.0,census,5.0,1.0
484070,3.0,2,3.0,1.0,1.0,census,4.0,1.0
484071,1.0,2,1.0,2.0,1.0,census,4.0,1.0
484072,1.0,1,3.0,1.0,1.0,census,5.0,1.0
484073,3.0,2,4.0,2.0,3.0,census,4.0,1.0
484074,4.0,1,5.0,1.0,1.0,census,3.0,3.0
484075,2.0,1,7.0,2.0,3.0,census,3.0,2.0
484076,1.0,2,4.0,2.0,1.0,census,5.0,1.0
484077,3.0,1,4.0,2.0,1.0,census,4.0,1.0
484078,3.0,1,6.0,1.0,1.0,census,4.0,2.0
484079,2.0,2,1.0,2.0,1.0,census,5.0,1.0
484080,2.0,1,2.0,2.0,1.0,census,4.0,1.0
484081,2.0,2,3.0,1.0,3.0,census,3.0,3.0
484082,2.0,1,3.0,1.0,3.0,census,3.0,3.0
484083,2.0,1,6.0,1.0,1.0,census,5.0,2.0
484084,4.0,1,6.0,1.0,1.0,census,4.0,2.0
484085,1.0,2,2.0,2.0,,census,4.0,1.0
484086,2.0,1,2.0,2.0,3.0,census,3.0,3.0
484087,2.0,1,5.0,2.0,1.0,census,,1.0
484088,2.0,2,3.0,1.0,,census,4.0,3.0
484089,1.0,1,1.0,2.0,3.0,census,4.0,3.0
484091,1.0,2,2.0,1.0,1.0,census,4.0,1.0
484092,2.0,2,3.0,1.0,,census,4.0,3.0
484095,1.0,2,3.0,1.0,1.0,census,5.0,3.0
484096,1.0,1,5.0,2.0,3.0,census,4.0,1.0
484097,2.0,2,4.0,2.0,3.0,census,5.0,1.0
484098,4.0,2,7.0,2.0,1.0,census,3.0,3.0
484099,1.0,1,3.0,1.0,1.0,census,4.0,1.0
484100,2.0,2,2.0,2.0,3.0,census,4.0,1.0
484101,2.0,1,6.0,1.0,1.0,census,5.0,1.0
484102,2.0,1,5.0,1.0,1.0,census,5.0,1.0
484104,2.0,1,4.0,1.0,3.0,census,5.0,1.0
484105,1.0,1,3.0,1.0,3.0,census,5.0,1.0
484106,1.0,1,1.0,2.0,3.0,census,4.0,3.0
484107,3.0,2,4.0,1.0,1.0,census,4.0,1.0
484109,2.0,1,7.0,2.0,1.0,census,4.0,2.0
484110,2.0,2,5.0,2.0,1.0,census,4.0,2.0
484111,2.0,1,7.0,1.0,1.0,census,5.0,2.0
484112,2.0,1,2.0,2.0,1.0,census,4.0,1.0
484113,3.0,2,7.0,2.0,1.0,census,3.0,2.0
484114,1.0,2,4.0,1.0,3.0,census,4.0,1.0
484115,4.0,1,6.0,1.0,3.0,census,4.0,2.0
484116,3.0,1,5.0,2.0,3.0,census,5.0,1.0
484117,1.0,2,2.0,1.0,3.0,census,5.0,3.0
484118,4.0,1,4.0,2.0,3.0,census,3.0,3.0
484119,1.0,2,4.0,1.0,3.0,census,5.0,1.0
484120,2.0,1,1.0,2.0,1.0,census,4.0,1.0
484122,4.0,1,7.0,1.0,,census,3.0,2.0
484123,1.0,1,4.0,2.0,3.0,census,5.0,1.0
484124,1.0,2,3.0,2.0,3.0,census,5.0,1.0
484125,2.0,1,5.0,1.0,3.0,census,4.0,1.0
484126,2.0,1,4.0,1.0,1.0,census,4.0,1.0
484127,1.0,1,7.0,1.0,1.0,census,5.0,2.0
484128,1.0,1,6.0,1.0,1.0,census,5.0,2.0
484129,3.0,1,4.0,2.0,1.0,census,3.0,3.0
484130,1.0,1,1.0,2.0,3.0,census,5.0,1.0
484131,1.0,1,2.0,2.0,3.0,census,5.0,1.0
484132,3.0,1,5.0,1.0,3.0,census,5.0,1.0
484133,4.0,1,7.0,1.0,1.0,census,3.0,2.0
484134,2.0,2,6.0,1.0,1.0,census,4.0,2.0
484135,2.0,2,4.0,1.0,1.0,census,3.0,1.0
484136,3.0,2,6.0,1.0,1.0,census,3.0,2.0
484137,2.0,1,6.0,1.0,1.0,census,4.0,1.0
484138,2.0,1,2.0,1.0,1.0,census,5.0,1.0
484139,2.0,1,5.0,1.0,1.0,census,5.0,1.0
484140,2.0,2,1.0,2.0,1.0,census,5.0,1.0
484141,2.0,1,6.0,2.0,3.0,census,3.0,2.0
484142,1.0,2,5.0,1.0,1.0,census,5.0,2.0
484143,4.0,2,7.0,2.0,1.0,census,3.0,2.0
484144,2.0,1,1.0,2.0,3.0,census,3.0,3.0
484146,3.0,2,6.0,1.0,1.0,census,3.0,2.0
484147,1.0,2,3.0,1.0,1.0,census,5.0,3.0
484148,2.0,1,5.0,1.0,1.0,census,4.0,1.0
484149,2.0,1,5.0,1.0,,census,5.0,1.0
484151,2.0,2,3.0,2.0,3.0,census,4.0,1.0
484152,2.0,2,4.0,2.0,1.0,census,5.0,1.0
484153,2.0,1,7.0,1.0,1.0,census,5.0,2.0
484154,3.0,2,4.0,1.0,1.0,census,5.0,1.0
484155,4.0,2,3.0,2.0,3.0,census,4.0,3.0
484156,5.0,1,7.0,1.0,1.0,census,3.0,1.0
484157,3.0,2,7.0,1.0,1.0,census,4.0,2.0
484158,3.0,1,6.0,2.0,1.0,census,3.0,1.0
484159,1.0,1,1.0,2.0,3.0,census,5.0,3.0
484160,2.0,2,5.0,1.0,1.0,census,5.0,1.0
484161,1.0,1,3.0,1.0,1.0,census,5.0,1.0
484162,3.0,1,5.0,1.0,1.0,census,4.0,1.0
484163,3.0,2,3.0,2.0,3.0,census,4.0,1.0
484164,1.0,1,6.0,1.0,1.0,census,4.0,2.0
484165,2.0,1,4.0,2.0,3.0,census,5.0,1.0
484166,1.0,2,2.0,2.0,1.0,census,5.0,1.0
484167,3.0,2,5.0,1.0,1.0,census,4.0,1.0
484168,2.0,1,7.0,1.0,1.0,census,5.0,2.0
484170,2.0,2,6.0,2.0,1.0,census,4.0,2.0
484171,1.0,1,1.0,2.0,1.0,census,5.0,1.0
484174,2.0,1,3.0,1.0,1.0,census,4.0,1.0
484175,1.0,1,1.0,2.0,,census,4.0,3.0
484178,1.0,1,5.0,1.0,,census,5.0,1.0
484179,2.0,2,7.0,1.0,1.0,census,4.0,1.0
484180,1.0,2,4.0,1.0,1.0,census,5.0,1.0
484181,4.0,1,6.0,1.0,1.0,census,3.0,2.0
484182,1.0,1,1.0,2.0,3.0,census,5.0,1.0
484183,3.0,2,5.0,1.0,1.0,census,3.0,2.0
484184,3.0,1,7.0,1.0,1.0,census,3.0,2.0
484185,4.0,2,6.0,1.0,1.0,census,4.0,2.0
484186,2.0,2,4.0,2.0,,census,5.0,1.0
484187,2.0,2,7.0,2.0,1.0,census,4.0,2.0
484188,5.0,1,6.0,1.0,,census,4.0,2.0
484189,3.0,2,6.0,1.0,1.0,census,3.0,2.0
484190,2.0,2,7.0,2.0,1.0,census,4.0,2.0
484191,1.0,1,5.0,2.0,3.0,census,4.0,2.0
484192,1.0,2,3.0,1.0,3.0,census,4.0,1.0
484193,2.0,1,6.0,1.0,1.0,census,4.0,2.0
484195,2.0,2,2.0,2.0,3.0,census,4.0,1.0
484197,2.0,1,1.0,2.0,3.0,census,4.0,3.0
484198,4.0,2,6.0,2.0,1.0,census,4.0,2.0
484199,2.0,1,3.0,1.0,1.0,census,4.0,1.0
484200,1.0,2,2.0,1.0,3.0,census,5.0,1.0
484201,3.0,1,7.0,1.0,1.0,census,3.0,2.0
484202,2.0,2,4.0,2.0,3.0,census,4.0,1.0
484203,2.0,2,5.0,1.0,1.0,census,5.0,1.0
484204,3.0,2,7.0,2.0,,census,4.0,3.0
484205,3.0,1,7.0,1.0,1.0,census,3.0,2.0
484206,3.0,2,3.0,1.0,1.0,census,4.0,1.0
484207,2.0,1,3.0,1.0,,census,4.0,1.0
484208,2.0,2,6.0,1.0,1.0,census,5.0,2.0
484209,1.0,2,3.0,1.0,3.0,census,5.0,1.0
484210,1.0,1,2.0,2.0,1.0,census,3.0,1.0
484211,2.0,1,1.0,2.0,1.0,census,3.0,3.0
484213,5.0,2,6.0,1.0,,census,4.0,2.0
484214,1.0,2,2.0,2.0,1.0,census,5.0,1.0
484215,3.0,2,7.0,2.0,1.0,census,3.0,3.0
484216,2.0,1,6.0,1.0,1.0,census,3.0,2.0
484218,2.0,1,4.0,2.0,3.0,census,5.0,1.0
484221,3.0,1,7.0,2.0,1.0,census,4.0,2.0
484222,1.0,2,1.0,2.0,,census,4.0,3.0
484223,2.0,1,4.0,2.0,1.0,census,3.0,3.0
484224,2.0,1,5.0,2.0,1.0,census,3.0,1.0
484225,3.0,2,5.0,1.0,1.0,census,4.0,1.0
484226,4.0,2,6.0,1.0,1.0,census,3.0,2.0
484227,2.0,2,2.0,1.0,1.0,census,3.0,3.0
484229,4.0,1,5.0,2.0,,census,4.0,3.0
484230,4.0,2,4.0,2.0,1.0,census,3.0,3.0
484231,3.0,1,3.0,1.0,1.0,census,4.0,1.0
484232,3.0,2,4.0,2.0,,census,4.0,3.0
484234,2.0,2,5.0,2.0,1.0,census,5.0,1.0
484235,3.0,2,7.0,2.0,1.0,census,5.0,2.0
484237,3.0,1,7.0,1.0,3.0,census,3.0,2.0
484238,3.0,1,6.0,1.0,3.0,census,4.0,2.0
484241,,1,1.0,2.0,,census,3.0,
484242,1.0,2,3.0,1.0,1.0,census,5.0,1.0
484243,1.0,2,1.0,2.0,1.0,census,5.0,1.0
484244,2.0,2,2.0,2.0,3.0,census,5.0,1.0
484245,1.0,2,7.0,1.0,1.0,census,5.0,2.0
484246,1.0,1,5.0,1.0,1.0,census,3.0,1.0
484247,2.0,2,7.0,2.0,1.0,census,5.0,2.0
484249,1.0,2,3.0,2.0,1.0,census,5.0,1.0
484250,1.0,2,3.0,2.0,3.0,census,5.0,1.0
484252,3.0,1,7.0,1.0,1.0,census,3.0,2.0
484253,2.0,1,6.0,1.0,3.0,census,3.0,2.0
484254,2.0,1,5.0,2.0,3.0,census,4.0,2.0
484255,4.0,1,6.0,1.0,1.0,census,3.0,2.0
484256,3.0,1,5.0,2.0,1.0,census,4.0,3.0
484260,2.0,2,1.0,2.0,3.0,census,4.0,3.0
484261,2.0,2,2.0,2.0,3.0,census,5.0,3.0
484262,3.0,1,1.0,2.0,3.0,census,5.0,3.0
484263,1.0,1,1.0,2.0,,census,3.0,3.0
484264,4.0,2,5.0,2.0,3.0,census,3.0,2.0
484266,1.0,1,3.0,1.0,3.0,census,5.0,1.0
484267,2.0,1,1.0,2.0,,census,5.0,3.0
484268,1.0,2,1.0,2.0,1.0,census,4.0,1.0
484269,3.0,2,3.0,1.0,2.0,census,5.0,1.0
484270,2.0,1,5.0,1.0,1.0,census,5.0,1.0
484272,3.0,1,4.0,1.0,1.0,census,3.0,3.0
484273,1.0,2,1.0,2.0,1.0,census,4.0,1.0
484274,1.0,2,2.0,1.0,3.0,census,5.0,1.0
484275,2.0,1,4.0,1.0,,census,5.0,1.0
484278,2.0,1,5.0,1.0,1.0,census,5.0,1.0
484279,2.0,2,6.0,2.0,1.0,census,4.0,3.0
484280,2.0,2,4.0,1.0,1.0,census,3.0,1.0
484281,1.0,1,6.0,1.0,,census,3.0,1.0
484284,3.0,1,1.0,2.0,,census,3.0,3.0
484285,2.0,2,1.0,2.0,1.0,census,5.0,3.0
484286,3.0,1,4.0,2.0,3.0,census,3.0,3.0
484287,2.0,2,4.0,2.0,1.0,census,5.0,1.0
484288,2.0,1,3.0,1.0,2.0,census,3.0,1.0
484290,4.0,2,5.0,1.0,1.0,census,3.0,2.0
484291,4.0,1,4.0,2.0,3.0,census,4.0,3.0
484296,3.0,1,7.0,1.0,1.0,census,3.0,2.0
484300,4.0,1,5.0,1.0,3.0,census,4.0,3.0
484301,3.0,2,4.0,2.0,3.0,census,4.0,1.0
484303,1.0,2,1.0,2.0,1.0,census,5.0,1.0
484304,3.0,2,5.0,1.0,1.0,census,5.0,1.0
484305,4.0,2,6.0,1.0,,census,4.0,2.0
484306,1.0,1,4.0,1.0,1.0,census,5.0,1.0
484307,2.0,1,6.0,1.0,1.0,census,4.0,2.0
484308,1.0,2,3.0,1.0,1.0,census,5.0,1.0
484309,1.0,1,4.0,1.0,1.0,census,5.0,1.0
484310,3.0,1,7.0,1.0,1.0,census,5.0,2.0
484311,1.0,1,3.0,1.0,1.0,census,5.0,1.0
484313,3.0,2,7.0,2.0,,census,4.0,2.0
484314,1.0,2,6.0,1.0,3.0,census,4.0,2.0
484315,2.0,1,3.0,2.0,1.0,census,4.0,1.0
484316,3.0,2,4.0,2.0,1.0,census,3.0,3.0
484317,1.0,2,5.0,2.0,3.0,census,5.0,1.0
484318,2.0,1,2.0,2.0,1.0,census,4.0,1.0
484319,3.0,2,3.0,2.0,3.0,census,4.0,1.0
484321,2.0,1,5.0,1.0,1.0,census,4.0,1.0
484322,2.0,2,1.0,2.0,1.0,census,4.0,1.0
484323,2.0,1,3.0,2.0,1.0,census,5.0,1.0
484324,3.0,2,7.0,1.0,1.0,census,3.0,2.0
484325,3.0,2,7.0,1.0,1.0,census,3.0,2.0
484326,2.0,2,5.0,2.0,,census,3.0,1.0
484327,2.0,1,4.0,1.0,1.0,census,4.0,1.0
484328,1.0,1,1.0,2.0,1.0,census,4.0,1.0
484329,3.0,2,7.0,2.0,1.0,census,3.0,2.0
484330,2.0,2,6.0,2.0,1.0,census,3.0,2.0
484331,2.0,1,4.0,1.0,1.0,census,5.0,1.0
484332,1.0,2,6.0,1.0,1.0,census,5.0,2.0
484333,2.0,2,6.0,1.0,1.0,census,4.0,2.0
484335,3.0,1,6.0,1.0,1.0,census,5.0,2.0
484336,1.0,2,5.0,1.0,1.0,census,5.0,1.0
484337,1.0,2,3.0,2.0,1.0,census,5.0,1.0
484338,4.0,2,6.0,1.0,1.0,census,4.0,2.0
484339,4.0,1,6.0,1.0,1.0,census,4.0,2.0
484340,1.0,2,5.0,1.0,,census,4.0,1.0
484341,1.0,1,1.0,2.0,1.0,census,5.0,3.0
484345,4.0,2,2.0,2.0,2.0,census,3.0,3.0
484346,2.0,2,5.0,1.0,1.0,census,5.0,1.0
484347,1.0,2,2.0,2.0,1.0,census,4.0,1.0
484348,1.0,2,4.0,1.0,1.0,census,5.0,1.0
484349,1.0,1,1.0,2.0,3.0,census,5.0,1.0
484350,2.0,2,3.0,1.0,1.0,census,5.0,1.0
484351,3.0,2,4.0,2.0,1.0,census,4.0,3.0
484352,2.0,1,3.0,1.0,1.0,census,5.0,1.0
484353,1.0,2,3.0,1.0,3.0,census,5.0,1.0
484354,2.0,1,3.0,2.0,,census,5.0,1.0
484355,1.0,1,3.0,2.0,1.0,census,5.0,1.0
484356,,1,1.0,2.0,,census,5.0,
484357,1.0,1,3.0,1.0,1.0,census,5.0,1.0
484358,1.0,2,5.0,1.0,1.0,census,4.0,1.0
484359,1.0,2,2.0,2.0,1.0,census,5.0,1.0
484360,2.0,2,3.0,1.0,2.0,census,5.0,1.0
484362,1.0,1,2.0,2.0,1.0,census,5.0,1.0
484363,5.0,1,5.0,1.0,1.0,census,4.0,3.0
484368,3.0,2,6.0,2.0,1.0,census,5.0,2.0
484369,5.0,1,4.0,1.0,3.0,census,4.0,1.0
484370,2.0,1,6.0,2.0,1.0,census,3.0,2.0
484371,2.0,1,7.0,1.0,1.0,census,4.0,2.0
484372,2.0,2,6.0,2.0,,census,4.0,2.0
484374,1.0,1,5.0,1.0,1.0,census,4.0,1.0
484375,2.0,1,6.0,1.0,1.0,census,4.0,2.0
